Year,DOI,Affiliations,Authors with affiliations,Abstract,Author Keywords,Page,Edition,Co-Author,City,Cite
2019,10.1109/ICMLA.2019.00157,"Department of Computer Science, University of Montana, United States; Department of Computer Science, Brigham Young University, United States","Smith, R., Department of Computer Science, University of Montana, United States; Rosen, J., Department of Computer Science, University of Montana, United States; Ventura, D., Department of Computer Science, Brigham Young University, United States","Clustering for data analysis often makes use of external metrics to evaluate how closely clustering assignments match a gold standard. In order to use external clustering metrics, explicit noise points are usually removed or treated as a single cluster. This modification reduces the relevancy of external metrics as a predictor of performance on unlabeled data, where it is not possible to identify noise points. We propose a modification of standard external metrics to explicitly handle noise points in experimental data. We illustrate the effect of this explicit treatment of noise on clustering evaluation using several examples of common noisy clustering problems as well as a real data set from mass spectrometry. We demonstrate that (external) clustering metrics that explicitly treat noise are more robust than standard (external) clustering metrics in the presence of noise. © 2019 IEEE.",Clustering; External metrics; Noise,6,,Smith R.,,664;506;601;687;343;579;721;578;209;491;811;344;816;525
2019,10.1177/0021998319858024,"Department of Engineering Sciences, Division of Applied Mechanics, Uppsala University, Sweden; GKN Aerospace, Trollhattan, SE-46181, Sweden; Materials Research Group, Faculty of Engineering and the Environment, University of Southampton, United Kingdom; Manufacturing Engineering Technology, Brigham Young University, United States","Sisodia, S.M., Department of Engineering Sciences, Division of Applied Mechanics, Uppsala University, Sweden, GKN Aerospace, Trollhattan, SE-46181, Sweden; Bull, D.J., Materials Research Group, Faculty of Engineering and the Environment, University of Southampton, United Kingdom; George, A.R., Manufacturing Engineering Technology, Brigham Young University, United States; Gamstedt, E.K., Department of Engineering Sciences, Division of Applied Mechanics, Uppsala University, Sweden; Mavrogordato, M.N., Materials Research Group, Faculty of Engineering and the Environment, University of Southampton, United Kingdom; Fullwood, D.T., Manufacturing Engineering Technology, Brigham Young University, United States; Spearing, S.M., Materials Research Group, Faculty of Engineering and the Environment, University of Southampton, United Kingdom","The focus of this study is the influence of voids on the damage behaviour in quasi-static loading of resin-infused carbon fibre-reinforced polymers. Experimental results are presented for quasi-static loading in combination with high-resolution tomographic imaging and statistical analysis (homology of pores or voids and induced cracks). Three distinct mechanisms were observed to control delamination growth in the presence of sharp and blunt voids. Delamination cracks interact with the supporting yarns, especially in combination with air pockets trapped in the resin in the form of long, sharp voids. This resulted in crack growth that coalesces with delamination cracks from neighbouring yarn-voids during increased out-of-plane load–displacement, with almost no presence of intralaminar transverse cracks. This highlights the benefits and drawbacks of the supporting yarn during out-of-plane loading. © The Author(s) 2019.",CT analysis; damage mechanics; porosity; Resin transfer moulding,11,3,Sisodia S.M.,New York,595;412;257;466;248;585;187;575;827;703;448;228;592;804;733;886;180;796;671
2019,10.1016/j.cma.2019.112591,"Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Oden Institute for Computational Engineering and Sciences, University of Texas at Austin, Austin, TX  78712, United States; Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States; Institute for Analysis and Scientific Computing, TU Wien, Vienna, 1040, Austria","Taus, M., Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA  02139, United States, Institute for Analysis and Scientific Computing, TU Wien, Vienna, 1040, Austria; Rodin, G.J., Oden Institute for Computational Engineering and Sciences, University of Texas at Austin, Austin, TX  78712, United States; Hughes, T.J.R., Oden Institute for Computational Engineering and Sciences, University of Texas at Austin, Austin, TX  78712, United States; Scott, M.A., Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States","An Isogeometric Boundary Element Method for solving three-dimensional boundary-value problems of classical linear elasticity theory is proposed. The method is developed as a generalization of the author's earlier work on Laplace's equation to Navier's equations. As a result the proposed method features (i) proper basis functions for approximating Dirichlet and Neumann data, (ii) high-order collocation schemes for weakly singular, singular, and hyper-singular integral operators, (iii) state-of-the-art numerical integration schemes capable of handling geometries with disparate dimensions, (iv) well-conditioned linear algebraic systems, with the condition number independent of the mesh size. Boundary Element Patch Tests, as extensions of concepts widely used for finite element methods, are also introduced. It is shown how these tests can be used to assess the veracity of boundary element formulations and numerical integration schemes, implementations, and geometric precision of Computer Aided Design models. The method is applied to two challenging case studies, representative of industrial applications. © 2019 Elsevier B.V.",Boundary element methods; Collocation; Isogeometric analysis; Linear elasticity; Patch tests; T-splines,,3,Taus M.,Hong Kong,424;192;748;601;414;168;764;401;885;650;626;877;838;794;418;884;227;789
2019,10.1109/GLOBECOM38437.2019.9013808,"Department of Electrical and Computer Engineering, Brigham Young UniversityUT, United States; Instituto de Telecomunicacoes, Department of Electrical and Computer Engineering, University of Coimbra, Portugal; CISUC and Department of Informatics Engineering, University of Coimbra, Portugal","Searle, H., Department of Electrical and Computer Engineering, Brigham Young UniversityUT, United States; Gomes, M.A.C., Instituto de Telecomunicacoes, Department of Electrical and Computer Engineering, University of Coimbra, Portugal; Vilela, J.P., CISUC and Department of Informatics Engineering, University of Coimbra, Portugal; Harrison, W.K., Department of Electrical and Computer Engineering, Brigham Young UniversityUT, United States","We propose adding an irregular quadrature amplitude modulation (QAM) constellation to a wireless transmission scheme in order to obtain greater control over the signal-to-noise ratio (SNR) required to successfully decode the signal. By altering the separation between adjacent symbols, the minimum required SNR is raised without degradation in the performance of the scheme. This allows the system to adapt to preferable channel conditions for the authorized user, making it harder for eavesdroppers to intercept and decode the transmission, thus making the communication safer. In addition, we show that by overlaying a coset code onto the QAM constellation, a new, stronger security gap metric can be further improved. Results show the effectiveness of this strategy with an interleaved coding for secrecy with a hidden key (ICSHK) scheme. © 2019 IEEE.",Coset coding; Physicallayer security; Quadrature amplitude modulation; Security gap,,,Searle H.,,659;524;576;801;586;606;291;669
2019,10.1038/s41524-019-0189-9,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Fritz Haber Institute of the Max Planck Society, Faradayweg 4–6, Berlin, 14195, Germany; Skolkovo Institute of Science and Technology, Skolkovo Innovation Center, Building 3, Moscow, 143026, Russian Federation; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States; Engineering Laboratory, University of Cambridge, Trumpington Street, Cambridge, CB2 1PZ, United Kingdom; Computer Science Department, Brigham Young University, Provo, UT  84602, United States; Citrine Informatics, 702 Marshall Street, Redwood City, CA  94063, United States","Nyshadham, C., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Rupp, M., Fritz Haber Institute of the Max Planck Society, Faradayweg 4–6, Berlin, 14195, Germany, Citrine Informatics, 702 Marshall Street, Redwood City, CA  94063, United States; Bekker, B., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Shapeev, A.V., Skolkovo Institute of Science and Technology, Skolkovo Innovation Center, Building 3, Moscow, 143026, Russian Federation; Mueller, T., Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States; Rosenbrock, C.W., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Csányi, G., Engineering Laboratory, University of Cambridge, Trumpington Street, Cambridge, CB2 1PZ, United Kingdom; Wingate, D.W., Computer Science Department, Brigham Young University, Provo, UT  84602, United States; Hart, G.L.W., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States","Surrogate machine-learning models are transforming computational materials science by predicting properties of materials with the accuracy of ab initio methods at a fraction of the computational cost. We demonstrate surrogate models that simultaneously interpolate energies of different materials on a dataset of 10 binary alloys (AgCu, AlFe, AlMg, AlNi, AlTi, CoNi, CuFe, CuNi, FeV, and NbNi) with 10 different species and all possible fcc, bcc, and hcp structures up to eight atoms in the unit cell, 15,950 structures in total. We find that the deviation of prediction errors when increasing the number of simultaneously modeled alloys is <1 meV/atom. Several state-of-the-art materials representations and learning algorithms were found to qualitatively agree on the prediction errors of formation enthalpy with relative errors of <2.5% for all systems. © 2019, The Author(s).",,,3,Nyshadham C.,Tokyo,755;503;254;656;329;451;782;500;668;694;683;462;260;775;542
2019,10.1145/3359427.3361920,"University of Twente, Enschede, Netherlands; Brigham Young University, Provo, United States","Kamminga, J.W., University of Twente, Enschede, Netherlands; Jones, M., Brigham Young University, Provo, United States; Seppi, K., Brigham Young University, Provo, United States; Meratnia, N., University of Twente, Enschede, Netherlands; Havinga, P.J.M., University of Twente, Enschede, Netherlands","Obtaining labeled data for activity recognition tasks is a tremendously time consuming, tedious, and labor-intensive task. Often, ground-truth video of the activity is recorded along with sensor-data recorded during the activity. The data must be synchronized with the recorded video to be useful. In this paper, we present and compare two labeling frameworks that each has a different approach to synchronization. Approach A uses time-stamped visual indicators positioned on the data loggers. The approach results in accurate synchronization between video and data but adds more overhead and is not practical when using multiple sensors, subjects, and cameras simultaneously. Also, synchronization needs to be redone for each recording session. Approach B uses Real-Time Clocks (RTCs) on the devices for synchronization, which is less accurate but has several advantages: multiple subjects can be recorded on various cameras, it becomes easier to collect more data, and synchronization only needs to be done once across multiple recording sessions. Therefore, it is easier to collect more data which increases the probability of capturing an unusual activity. The best way forward is likely a combination of both approaches. © 2019 Association for Computing Machinery.",Annotating; Camera; IMU; Labeling; Synchronization; Video,2,3,Kamminga J.W.,Macau,562;795;354;648;715;150;432;867;141;244;880;806;242;597;659;241
2019,10.1109/TAP.2019.2925177,"Electrical and Computer Engineering Department, Brigham Young University, Provo, UT  84602, United States","Mahmood, A., Electrical and Computer Engineering Department, Brigham Young University, Provo, UT  84602, United States; Jensen, M.A., Electrical and Computer Engineering Department, Brigham Young University, Provo, UT  84602, United States","Propagation-based secret key generation (SKG) is a physical layer method for establishing encryption keys based on two radios observing a reciprocal propagation channel. However, nonreciprocal contributions to the channel introduced by the radio circuitry significantly degrade the ability to reliably generate keys using such methods, necessitating the development of calibration methods for removing the impact of channel nonreciprocity. This paper uses a total least squares (TLS) algorithm coupled with a detailed model of the multiple-input multiple-output radio frequency circuitry and propagation for the radio system to achieve such a calibration. Simulations show that the method is highly effective in removing the impact of nonreciprocal circuit contributions over a range of operational parameters. © 1963-2012 IEEE.",Calibration; cryptography; multiple-input-multiple-output (MIMO) systems; reciprocity principle; security,8,,Mahmood A.,,783;537;252;514;672;663;140;875
2019,10.1111/ina.12600,"Department of Public Health, Brigham Young University, Provo, UT, United States; Department of Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States","Johnston, J.D., Department of Public Health, Brigham Young University, Provo, UT, United States; Cowger, A.E., Department of Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States; Graul, R.J., Department of Public Health, Brigham Young University, Provo, UT, United States; Nash, R., Department of Public Health, Brigham Young University, Provo, UT, United States; Tueller, J.A., Department of Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States; Hendrickson, N.R., Department of Public Health, Brigham Young University, Provo, UT, United States; Robinson, D.R., Department of Public Health, Brigham Young University, Provo, UT, United States; Beard, J.D., Department of Public Health, Brigham Young University, Provo, UT, United States; Weber, K.S., Department of Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States","Recent work suggests that evaporative coolers increase the level and diversity of bioaerosols, but this association remains understudied in low-income homes. We conducted a cross-sectional study of metropolitan, low-income homes in Utah with evaporative coolers (n = 20) and central air conditioners (n = 28). Dust samples (N = 147) were collected from four locations in each home and analyzed for dust-mite allergens Der p1 and Der f1, endotoxins, and β-(1 → 3)-d-glucans. In all sample locations combined, Der p1 or Der f1 was significantly higher in evaporative cooler versus central air conditioning homes (OR = 2.29, 95% CI = 1.05-4.98). Endotoxin concentration was significantly higher in evaporative cooler versus central air conditioning homes in furniture (geometric mean (GM) = 8.05 vs 2.85 EU/mg, P '.01) and all samples combined (GM = 3.60 vs 1.29 EU/mg, P =.03). β-(1 → 3)-d-glucan concentration and surface loads were significantly higher in evaporative cooler versus central air conditioning homes in all four sample locations and all samples combined (P '.01). Our study suggests that low-income, evaporative cooled homes have higher levels of immunologically important bioaerosols than central air-conditioned homes in dry climates, warranting studies on health implications and other exposed populations. © 2019 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd",air conditioning; endotoxin; evaporative cooling; house dust-mite; hygiene hypothesis; β-(1 → 3)-d-glucans,12,,Johnston J.D.,,168;661;399;160;163;413;565;508;810;865;708;478;832;748;226;609;240;675;247;820
2019,10.1016/j.ijheatmasstransfer.2019.118441,"Brigham Young University, Provo, UT  84602, United States","Mulford, R.B., Brigham Young University, Provo, UT  84602, United States; Jones, M.R., Brigham Young University, Provo, UT  84602, United States; Iverson, B.D., Brigham Young University, Provo, UT  84602, United States","Efficient heat transfer is critical in the design and optimization of thermal control systems. Static radiative heat exchangers are often simple and reliable systems but typically cannot be adapted to environmental changes. Adaptable radiative heat exchangers can be adjusted in response to variations in the thermal environment or operating conditions and have the potential for increased efficiency and reduced cost. Dynamic control of a radiative heat exchanger is possible through geometric manipulation of a segmented, self-irradiating fin, consisting of rigid panels that are linked by thermal hinges in an accordion arrangement. In this paper, a numerical model is described to predict the temperature profile and efficiency of a radiative heat exchanger, accounting for conduction and self-irradiation. Governing equations are cast in terms of the conduction-radiation interaction parameter, surface emissivity, actuation angle, and the thermal conductance of the hinges linking the panels. Results indicate that a turn-down ratio (largest possible heat rate divided by smallest possible heat rate) of greater than three is possible for realistic panel geometries and materials. Self-irradiation decreases the turn-down ratio, and there is evidence that an optimal number of rigid panels exists for any combination of panel geometry and device temperature. The maximum efficiency occurs when the plates are in the collapsed position, but the heat rate is at a minimum in this configuration. Finally, the properties and geometry of the plates are shown to have a more significant effect on the turn-down ratio than the properties of the thermal hinges. © 2019 Elsevier Ltd",,,,Mulford R.B.,,196;412;842;810;161;829;557;198;826;389;571;718
2019,10.1109/MILCOM47813.2019.9020989,"Brigham Young University, Provo, UT, United States; University of Kansas, Lawrence, KS, United States","Josephson, C., Brigham Young University, Provo, UT, United States; Perrins, E., University of Kansas, Lawrence, KS, United States; Rice, M., Brigham Young University, Provo, UT, United States","This paper shows that burst-based orthogonal spacetime block-coded ARTM CPM is capable of solving the two-antenna problem in aeronautical telemetry, but detection requires a prohibitively complex trellis detector. In single-input, single-output (SISO) applications, pulse truncation and state-space partitioning reduce the computational complexity of the trellis detector with only modest bit error rate (BER) performance penalties. In this paper it is shown that layering pulse truncation and state-space partition complexity-reducing techniques with a burst-based orthogonal space-time block-code does not introduce additional BER performance losses relative to the SISO case. © 2019 IEEE.",,,,Josephson C.,,687;238;795;677;707;190;217;862;150;678;335;381;799;162;282;437
2019,10.3390/electronics8111367,"School of Electrical and Computer Engineering, Nanfang College of Sun Yat-sen University, Guangzhou, 510970, China; Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Guo, Z., School of Electrical and Computer Engineering, Nanfang College of Sun Yat-sen University, Guangzhou, 510970, China; Zhang, M., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Lee, D.-J., School of Electrical and Computer Engineering, Nanfang College of Sun Yat-sen University, Guangzhou, 510970, China, Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","This paper reports the development of an efficient evolutionary learning algorithm designed specifically for real-time embedded visual inspection applications. The proposed evolutionary learning algorithm constructs image features as a series of image transforms for image classification and is suitable for resource-limited systems. This algorithm requires only a small number of images and time for training. It does not depend on handcrafted features or manual tuning of parameters and is generalized to be versatile for visual inspection applications. This allows the system to be configured on the fly for different applications and by an operator without extensive experience. An embedded vision system, equipped with an ARM processor running Linux, is capable of performing at roughly one hundred 640 × 480 frames per second which is more than adequate for real-time visual inspection applications. As example applications, three image datasets were created to test the performance of this algorithm. The first dataset was used to demonstrate the suitability of the algorithm for visual inspection automation applications. This experiment combined two applications to make it a more challenging test. One application was for separating fertilized and unfertilized eggs. The other one was for detecting two common defects on the eggshell. Two other datasets were created for road condition classification and pavement quality evaluation. The proposed algorithm was 100% for fertilized egg detection and 98.6% for eggshell quality inspection for a combined 99.1% accuracy. It had an accuracy of 92% for the road condition classification and 100% for pavement quality evaluation. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",Egg quality inspection; Embedded vision sensor; Evolutionary learning; Pavement quality evaluation; Road condition detection; Visual inspection,,3,Guo Z.,New York,477;225;673;791
2019,10.1109/MSEC.2019.2933683,"Electrical Computer and Science, University of Tennessee, Knoxville, United States; Computer Science, Brigham Young University, United States","Ruoti, S., Electrical Computer and Science, University of Tennessee, Knoxville, United States; Seamons, K., Computer Science, Brigham Young University, United States","Since the publication of ""Why Johnny Can't Encrypt, ""10 there has been interest in creating usable, secure email that is adoptable by the general public. In this article, we summarize research from the usable-security community on this topic, identify open problems, and call for more research on usable key management. © 2003-2012 IEEE.",,4,3,Ruoti S.,Hong Kong,592;177;461;269;751;769;738
2019,10.1109/TAC.2019.2908523,"Division of Decision and Control Systems, KTH Royal Institute of Technology, Stockholm, 11428, Sweden; University of California at Santa Barbara, Santa Barbara, CA  93106, United States; Brigham Young University, Provo, UT  84602, United States","Paré, P.E., Division of Decision and Control Systems, KTH Royal Institute of Technology, Stockholm, 11428, Sweden; Grimsman, D., University of California at Santa Barbara, Santa Barbara, CA  93106, United States; Wilson, A.T., Brigham Young University, Provo, UT  84602, United States; Transtrum, M.K., Brigham Young University, Provo, UT  84602, United States; Warnick, S., Brigham Young University, Provo, UT  84602, United States","We show that two widely accepted model reduction techniques, balanced truncation (BT) and balanced singular perturbation approximation (BSPA), can be derived as limiting approximations of a carefully constructed parameterization of linear time invariant systems by employing the model boundary approximation method (MBAM) [1]. We also show that MBAM provides a novel way to interpolate between BT and BSPA, by exploring the set of approximations on the boundary of the 'model manifold,' which is associated with the specific choice of model parameterization and initial condition and is embedded in a sample space of measured outputs, between the elements that correspond to the two model reduction techniques. This paper suggests similar types of approximations may be obtainable in topologically similar places (i.e., on certain boundaries) on the associated model manifold of nonlinear systems if analogous parameterizations can be achieved, therefore extending these widely accepted model reduction techniques to nonlinear systems.1 © 1963-2012 IEEE.",Approximation algorithms; linear systems; model reduction,6,3,Paré P.E.,Tokyo,270;552;681;752;285;400;533;624;825;845;805;372;215;207;602;362
2019,10.1016/j.image.2019.08.013,"School of Information Engineering, Henan University of Science and Technology, Luoyang, Henan, 471000, China; Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences, Changchun, Jilin, 130033, China; School of Astronautics, Northwestern Polytechnical University, Xi'an, Shaanxi, 710072, China","Miao, X., School of Information Engineering, Henan University of Science and Technology, Luoyang, Henan, 471000, China, Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Chu, H., Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences, Changchun, Jilin, 130033, China; Liu, H., Changchun Institute of Optics, Fine Mechanics and Physics, Chinese Academy of Sciences, Changchun, Jilin, 130033, China; Yang, Y., School of Astronautics, Northwestern Polytechnical University, Xi'an, Shaanxi, 710072, China; Li, X., School of Information Engineering, Henan University of Science and Technology, Luoyang, Henan, 471000, China","In image communication systems, images are often contaminated by multiple types of distortions. However, most existing image quality assessment (IQA) methods mainly focused on a single type of distortions. In this paper, we proposed a no-reference (NR) IQA method for images with multiple distortions. Image distortions not only destroy the intensity of low-level image features, but also alter their distribution, to both of which the human vision system (HVS) is sensitive. Based on these observations, low-level features are represented by phase congruency (PC) which is consistent with human perception. The distribution of low-level features is extracted using local binary pattern (LBP) in PC domain at multiple scales, which can effectively characterize the impact of multiple distortions on images. Given that PC is contrast invariant while the contrast does affect perceptual image quality of the HVS, image gradient magnitude (GM) is employed as a weighting factor for LBP histogram creation. Finally a support vector regression model is trained to map the gradient-weighted LBP histograms in PC domain at multi-scale to quality scores. Experimental results on two benchmark databases demonstrate that the proposed method achieves high consistency with subjective perception and performs better than other state-of-the-art full-reference (FF) and NR IQA methods. © 2019 Elsevier B.V.",Image gradient; Image quality assessment; Local binary pattern; No-reference; Phase congruency,8,3,Miao X.,Istanbul,539;551
2019,10.1088/1361-665X/ab49df,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States","Sargent, B., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Brown, N., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Jensen, B.D., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Magleby, S.P., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Pitt, W.G., Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States; Howell, L.L., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Polyethylene terephthalate (PET) sheets show promise for application in origami-based engineering design. Origami-based engineering provides advantages that are not readily available in traditional engineering design methods. Several processing methods were examined to identify trends and determine the effect of processing of PET sheets on the crease properties of origami mechanisms in PET. Various annealing times, temperatures, and cooling rates were evaluated and data collected for over 1000 samples. It was determined that annealing temperature plays the largest role in crease response. An increase in the crystallinity of a PET sheet while in the folded state likely increases the force response of the crease in PET sheets. An annealing time of at least 60 min at 160 C-180 C with a quick cooling results in a high force response in the crease. The effectiveness of the processing methods was demonstrated in several origami patterns of various complexities. © 2019 IOP Publishing Ltd.",compliant mechanisms; heat set; origami; origami manufacturing; polyethylene terephthalate,,,Sargent B.,,299;513
2019,10.1080/02286203.2018.1558736,"Manufacturing Engineering and Technology, Brigham Young University, Provo, UT, United States; Information Systems, Brigham Young University, Provo, UT, United States","Pires dos Santos, R., Manufacturing Engineering and Technology, Brigham Young University, Provo, UT, United States; Dean, D.L., Manufacturing Engineering and Technology, Brigham Young University, Provo, UT, United States; Weaver, J.M., Manufacturing Engineering and Technology, Brigham Young University, Provo, UT, United States; Hovanski, Y., Information Systems, Brigham Young University, Provo, UT, United States","This research used a discrete event simulation to create data on a shipment receiving process instead of using historical records on the process. The simulation was used to create records with different inputs and operating conditions and the resulting overall elapsed time for the overall process. The resulting records were used to create a set of predictive artificial neural network models that predicted elapsed time based on the process characteristics. Then, the connection weight approach was used to determine the relative importance of the input variables. The connection weight approach was applied in three different steps: (1) on all input variables to identify predictive and non-predictive inputs, (2) on all predictive inputs, and (3) after removal of a dominating predictive input. This produced a clearer picture of the relative importance of input variables on the outcome variable than applying the connection weight approach once. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",artificial neural networks (ANNs); connection weight approach; data mining; Discrete event simulation (DES),11,3,Pires dos Santos R.,Macau,729;279;665;568;849;183;775;325;483;242;841;609;394;787;427;599
2019,10.1109/SMC.2019.8914592,"Brigham Young University, Computer Science Department, Provo, UT, United States","Ashcraft, C.C., Brigham Young University, Computer Science Department, Provo, UT, United States; Goodrich, M.A., Brigham Young University, Computer Science Department, Provo, UT, United States; Crandall, J.W., Brigham Young University, Computer Science Department, Provo, UT, United States","In human-swarm systems, human input to a robot swarm can both inhibit desirable swarm behaviors and allow the operator to properly guide the swarm to achieve mission goals. Indeed, the way that control is shared between the human operator and the inherent collective robot behaviors determines in large part the success of the human-swarm system. In this paper, we seek to understand how to design human-swarm systems that effectively moderate human influence over a robot swarm. To do this, we implement a simulated swarm system based on honeybees, and study how interacting with this swarm using various methods of moderating human influence impacts the success of the resulting human-swarm system. Our results demonstrate that moderating human influence is essential to achieving effective human-swarm systems, and highlight the need for future work in determining how to better moderate human influence in human-swarm systems. © 2019 IEEE.",,7,,Ashcraft C.C.,,709;451;515;841;198;414;141;667;818;628;154;773
2019,10.1109/SMC.2019.8914520,"Brigham Young University, Department of Computer Science, United States; Brigham Young University, Computer Science, United States","Shaikh, M.T., Brigham Young University, Department of Computer Science, United States; Goodrich, M.A., Brigham Young University, Computer Science, United States","For goal-based robot navigation in a dynamic environment, human intent includes expectations about what performance objectives are satisfied by a planned path in terms of objectives to be met. If the planned path drifts from the human's intent as a result of environment changes, the path needs to be replanned. This paper presents a replanning framework with three elements: (a) the integration of fast online path-planning algorithms that generate trajectories conforming to the given intent; (b) a mathematical model that says when replanning must happen; and (c) an evaluation of events that trigger replanning. An interactive graphical user interface enables a human to accept or reject replanned paths when a trigger happens. A study of 50 MTurk participants is used to assess what replanning triggers best enable a human-robot collaboration to persistently satisfy intent? © 2019 IEEE.",,6,3,Shaikh M.T.,Istanbul,557;732;449;406;874;714;822;855;835;791;554
2019,10.23919/FMCAD.2019.8894270,"Brigham Young University, Provo, UT  84601, United States","Ogles, B., Brigham Young University, Provo, UT  84601, United States; Aldous, P., Brigham Young University, Provo, UT  84601, United States; Mercer, E., Brigham Young University, Provo, UT  84601, United States","Task parallel programming models such as Habanero Java help developers write idiomatic parallel programs and avoid common errors. Data race freedom is a desirable property for task parallel programs but is difficult to prove because every possible execution of the program must be considered. A partial order over events of an observed program execution induces an equivalence class of executions that the program may also produce. The Does-not-Commute (DC) relation is an efficiently computable partial order used for data race detection. As a relatively weak partial order, the DC relation can represent relatively large equivalence classes of program executions. However, some of these executions may be infeasible, thus leading to false data race reports. The contribution of this paper is a mechanized proof that the DC relation is actually sound for commonly used task parallel programming models. Sound means that the first data race identified by the DC relation is guaranteed to be a real data race. A prototype analysis in the Java Pathfinder model checker shows that the DC relation can significantly reduce the number of explored states required to prove data race freedom in Habanero Java programs. In this application, the search for data race using the DC relation is both sound and complete. © 2019 FMCAD Inc.",,8,3,Ogles B.,Istanbul,835;888;229;540;254;584;817;877;493;416
2019,10.1061/(ASCE)CO.1943-7862.0001704,"Ira A Fulton College of Engineering and Technology, Brigham Young Univ., Provo, UT  84602, United States; School of Sustainable Engineering and the Built Environment, Arizona State Univ., P.O. Box 873005, Tempe, AZ  85287-3005, United States","Bingham, E., Ira A Fulton College of Engineering and Technology, Brigham Young Univ., Provo, UT  84602, United States; Edward Gibson, G., School of Sustainable Engineering and the Built Environment, Arizona State Univ., P.O. Box 873005, Tempe, AZ  85287-3005, United States; El Asmar, M., School of Sustainable Engineering and the Built Environment, Arizona State Univ., P.O. Box 873005, Tempe, AZ  85287-3005, United States","One critical antecedent to project success is team alignment. Industry professionals should focus on practices that can improve project team selection, team building, and identifying challenges to the team and project, hence improving alignment. This paper provides a summary of key findings of a national study of transportation projects, identifying current practices of industry professionals for the selection and alignment of project teams for transportation projects. Current team selection practices, the most beneficial team alignment practices, and the greatest challenges to team alignment are identified in the study. These practices are also analyzed and reported by project delivery method, and the results presented in this paper add to the body of knowledge by identifying current alignment practices, successful practices, and challenges specific to each delivery method. Among the findings are that overall project teams are selected primarily based on project experience and ability to meet schedule, regardless of the project delivery method chosen. Successful teams with good alignment were found to be characterized by having established expectations, team trust, honesty within the team, shared values, and good communication. No notable differences were found among delivery methods, demonstrating that the principles of team alignment are not dependent on the project delivery method. Challenges that cause adversarial relationships in the team include issues of constructability, schedule availability, and project complexity. The study also identified transportation-specific alignment challenges such as public involvement. The greatest challenges specific to each delivery method include team coordination for construction manager at risk (CMAR) projects, constructability procedures for design-bid-build projects, and environmental impacts for design-build projects. © 2019 American Society of Civil Engineers.",,,,Bingham E.,,820;831;861;455;577
